CPUID highest leaf    : [1bh]
Running as root       : [YES]
MSR reads supported   : [YES]
CPU pinning enabled   : [YES]
CPU supports zeroupper: [YES]
CPU supports AVX2     : [YES]
CPU supports AVX-512F : [YES]
CPU supports AVX-512VL: [YES]
CPU supports AVX-512BW: [YES]
CPU supports AVX-512CD: [YES]
cpuid = eax = 2, ebx = 292, ecx = 24000000, edx = 0
tsc_freq = 3504.0 MHz (from cpuid leaf 0x15)
CPU brand string: 11th Gen Intel(R) Core(TM) i9-11900K @ 3.50GHz
8 available CPUs: [0, 1, 2, 3, 4, 5, 6, 7]
8 physical cores: [0, 1, 2, 3, 4, 5, 6, 7]
Will test up to 8 CPUs
Cores | ID                  | Description                       | OVRLP3 |  Mops | A/M-ratio | A/M-MHz | M/tsc-ratio
6     | avx256_fma_sparse   | 256-bit 64-bit sparse FMAs        |  1.000 |       4900, 4900, 4900, 4900, 4900, 4900 |  1.40,  1.40,  1.40,  1.40,  1.40,  1.40 | 4906, 4906, 4906, 4906, 4906, 4906 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
6     | avx512_fma_sparse   | 512-bit 64-bit sparse FMAs        |  1.000 |       4900, 4900, 4900, 4900, 4900, 4900 |  1.40,  1.40,  1.40,  1.40,  1.40,  1.40 | 4906, 4906, 4906, 4906, 4906, 4906 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
6     | avx128_fma          | 128-bit serial DP FMAs            |  1.000 |       1200, 1215, 1214, 1214, 1215, 1214 |  1.39,  1.39,  1.39,  1.39,  1.39,  1.39 | 4855, 4855, 4855, 4855, 4855, 4855 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
6     | avx256_fma          | 256-bit serial DP FMAs            |  1.000 |       1225, 1225, 1225, 1225, 1225, 1225 |  1.39,  1.39,  1.39,  1.39,  1.39,  1.39 | 4881, 4881, 4881, 4881, 4881, 4881 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
6     | avx512_fma          | 512-bit serial DP FMAs            |  1.000 |       1225, 1225, 1225, 1225, 1225, 1225 |  1.40,  1.40,  1.40,  1.40,  1.40,  1.40 | 4905, 4905, 4905, 4905, 4905, 4905 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
6     | avx128_fma_t        | 128-bit parallel DP FMAs          |  1.000 |       9800, 9800, 9800, 9800, 9800, 9799 |  1.40,  1.40,  1.40,  1.40,  1.40,  1.40 | 4906, 4906, 4906, 4906, 4906, 4906 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
6     | avx256_fma_t        | 256-bit parallel DP FMAs          |  1.000 |       9800, 9800, 9800, 9800, 9799, 9800 |  1.40,  1.40,  1.40,  1.40,  1.40,  1.40 | 4906, 4906, 4906, 4906, 4906, 4906 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
6     | avx512_fma_t        | 512-bit parallel DP FMAs          |  1.000 |       4900, 4900, 4900, 4900, 4900, 4900 |  1.40,  1.40,  1.40,  1.40,  1.40,  1.40 | 4906, 4906, 4906, 4906, 4906, 4906 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
6     | avx512_vpermw       | 512-bit serial WORD permute       |  1.000 |       1225, 1225, 1225, 1225, 1225, 1225 |  1.40,  1.40,  1.40,  1.40,  1.40,  1.40 | 4892, 4892, 4892, 4892, 4892, 4892 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
6     | avx512_vpermw_t     | 512-bit parallel WORD permute     |  1.000 |       4900, 4900, 4900, 4900, 4900, 4900 |  1.40,  1.40,  1.40,  1.40,  1.40,  1.40 | 4906, 4906, 4906, 4906, 4906, 4906 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
6     | avx512_vpermd       | 512-bit serial DWORD permute      |  1.000 |       1633, 1633, 1633, 1633, 1633, 1633 |  1.39,  1.39,  1.39,  1.39,  1.39,  1.39 | 4866, 4866, 4866, 4866, 4866, 4866 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
6     | avx512_vpermd_t     | 512-bit parallel DWORD permute    |  1.000 |       4900, 4900, 4900, 4900, 4900, 4900 |  1.40,  1.40,  1.40,  1.40,  1.40,  1.40 | 4906, 4906, 4906, 4906, 4906, 4906 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00

Cores | ID                  | Description                       | OVRLP3 |                                            Mops |                                       A/M-ratio |                                  A/M-MHz |                              M/tsc-ratio
7     | pause_only          | pause instruction                 |  1.000 |        3306, 3306, 3306, 3306, 3306, 3306, 3306 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | ucomis_clean        | scalar ucomis (w/ vzeroupper)     |  1.000 |        1191, 1191, 1191, 1191, 1191, 1191, 1191 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | ucomis_dirty        | scalar ucomis (no vzeroupper)     |  1.000 |        1191, 1191, 1191, 1191, 1191, 1191, 1191 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | scalar_iadd         | Scalar integer adds               |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4806, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_iadd         | 128-bit integer serial adds       |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4806, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_iadd         | 256-bit integer serial adds       |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4806 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_iadd         | 512-bit integer serial adds       |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_iadd16       | 128-bit integer serial adds zmm16 |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_iadd16       | 256-bit integer serial adds zmm16 |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4806, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_iadd16       | 512-bit integer serial adds zmm16 |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4806, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_iadd_t       | 128-bit integer parallel adds     |  1.000 | 14401, 14401, 14401, 14401, 14401, 14401, 14401 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4806, 4805, 4805, 4806, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_iadd_t       | 256-bit integer parallel adds     |  1.000 | 14401, 14401, 14401, 14401, 14401, 14401, 14401 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4806, 4806, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_mov_sparse   | 128-bit reg-reg mov               |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_mov_sparse   | 256-bit reg-reg mov               |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4806, 4805, 4805, 4805, 4806 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_mov_sparse   | 512-bit reg-reg mov               |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_merge_sparse | 128-bit reg-reg merge mov         |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_merge_sparse | 256-bit reg-reg merge mov         |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_merge_sparse | 512-bit reg-reg merge mov         |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4806, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_vshift       | 128-bit variable shift (vpsrlvd)  |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4806, 4805, 4805, 4805, 4806, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_vshift       | 256-bit variable shift (vpsrlvd)  |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_vshift       | 512-bit variable shift (vpsrlvd)  |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4806, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_vshift_t     | 128-bit variable shift (vpsrlvd)  |  1.000 |        9601, 9601, 9601, 9601, 9601, 9601, 9601 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4806, 4805, 4806, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_vshift_t     | 256-bit variable shift (vpsrlvd)  |  1.000 |        9601, 9601, 9601, 9601, 9601, 9601, 9601 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4806, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_vshift_t     | 512-bit variable shift (vpsrlvd)  |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_vlzcnt       | 128-bit lzcnt (vplzcntd)          |  1.000 |        1200, 1200, 1200, 1200, 1200, 1200, 1200 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_vlzcnt       | 256-bit lzcnt (vplzcntd)          |  1.000 |        1200, 1200, 1200, 1200, 1200, 1200, 1200 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_vlzcnt       | 512-bit lzcnt (vplzcntd)          |  1.000 |        1200, 1200, 1200, 1200, 1200, 1200, 1200 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_vlzcnt_t     | 128-bit lzcnt (vplzcntd)          |  1.000 |        9601, 9601, 9601, 9601, 9601, 9601, 9601 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_vlzcnt_t     | 256-bit lzcnt (vplzcntd)          |  1.000 |        9601, 9601, 9601, 9601, 9601, 9601, 9601 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4806, 4805, 4805, 4805, 4806, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_vlzcnt_t     | 512-bit lzcnt (vplzcntd)          |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_imul         | 128-bit integer muls (vpmuldq)    |  1.000 |         960,  960,  960,  960,  960,  960,  960 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_imul         | 256-bit integer muls (vpmuldq)    |  1.000 |         960,  960,  960,  960,  960,  960,  960 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_imul         | 512-bit integer muls (vpmuldq)    |  1.000 |         960,  960,  960,  960,  960,  960,  960 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_fma_sparse   | 128-bit 64-bit sparse FMAs        |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_fma_sparse   | 256-bit 64-bit sparse FMAs        |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4804, 4805, 4806, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_fma_sparse   | 512-bit 64-bit sparse FMAs        |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4804, 4805, 4806, 4805, 4805, 4806, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_fma          | 128-bit serial DP FMAs            |  1.000 |        1200, 1200, 1200, 1200, 1200, 1200, 1200 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_fma          | 256-bit serial DP FMAs            |  1.000 |        1200, 1200, 1200, 1200, 1200, 1200, 1200 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_fma          | 512-bit serial DP FMAs            |  1.000 |        1200, 1200, 1200, 1200, 1200, 1200, 1200 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4806, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx128_fma_t        | 128-bit parallel DP FMAs          |  1.000 |        9600, 9600, 9600, 9600, 9600, 9600, 9600 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4806, 4806, 4806, 4806, 4805, 4806, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx256_fma_t        | 256-bit parallel DP FMAs          |  1.000 |        9600, 9599, 9600, 9600, 9600, 9600, 9599 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4806, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_fma_t        | 512-bit parallel DP FMAs          |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4806, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_vpermw       | 512-bit serial WORD permute       |  1.000 |        1200, 1200, 1200, 1200, 1200, 1200, 1200 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_vpermw_t     | 512-bit parallel WORD permute     |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4806, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_vpermd       | 512-bit serial DWORD permute      |  1.000 |        1600, 1600, 1600, 1600, 1600, 1600, 1600 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
7     | avx512_vpermd_t     | 512-bit parallel DWORD permute    |  1.000 |        4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4806, 4805, 4805, 4806, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00

Cores | ID                  | Description                       | OVRLP3 |                                                   Mops |                                              A/M-ratio |                                        A/M-MHz |                                    M/tsc-ratio
8     | pause_only          | pause instruction                 |  1.000 |         3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | ucomis_clean        | scalar ucomis (w/ vzeroupper)     |  1.000 |         1191, 1191, 1191, 1191, 1191, 1191, 1191, 1191 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | ucomis_dirty        | scalar ucomis (no vzeroupper)     |  1.000 |         1191, 1191, 1191, 1191, 1191, 1191, 1191, 1191 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | scalar_iadd         | Scalar integer adds               |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx128_iadd         | 128-bit integer serial adds       |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx256_iadd         | 256-bit integer serial adds       |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4806, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx512_iadd         | 512-bit integer serial adds       |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4806, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx128_iadd16       | 128-bit integer serial adds zmm16 |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx256_iadd16       | 256-bit integer serial adds zmm16 |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx512_iadd16       | 512-bit integer serial adds zmm16 |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4806, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx128_iadd_t       | 128-bit integer parallel adds     |  1.000 | 14401, 14401, 14401, 14401, 14401, 14401, 14401, 14401 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4806, 4806, 4806, 4806, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx256_iadd_t       | 256-bit integer parallel adds     |  1.000 | 14401, 14401, 14401, 14401, 14401, 14401, 14401, 14401 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4806, 4805, 4805, 4805, 4805, 4805, 4806, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx128_mov_sparse   | 128-bit reg-reg mov               |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4806, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx256_mov_sparse   | 256-bit reg-reg mov               |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx512_mov_sparse   | 512-bit reg-reg mov               |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx128_merge_sparse | 128-bit reg-reg merge mov         |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4806, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx256_merge_sparse | 256-bit reg-reg merge mov         |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805, 4806 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx512_merge_sparse | 512-bit reg-reg merge mov         |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx128_vshift       | 128-bit variable shift (vpsrlvd)  |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4806, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx256_vshift       | 256-bit variable shift (vpsrlvd)  |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4803, 4804, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx512_vshift       | 512-bit variable shift (vpsrlvd)  |  1.000 |         4800, 4800, 4800, 4800, 4800, 4800, 4800, 4800 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4805, 4805, 4806, 4805, 4806, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
8     | avx128_vshift_t     | 128-bit variable shift (vpsrlvd)  |  1.000 |         9601, 9601, 9601, 9601, 9601, 9601, 9601, 9601 |  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37,  1.37 | 4805, 4805, 4806, 4805, 4805, 4805, 4805, 4805 | 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00
